src,tgt
822-(698*657)*444=,-203611362
(193-884)=,-691
(433*801)-678=,346155
277-837+(527-135)=,-168
192-264-(116-817)=,629
(224-644)*322=,-135240
(210+906)+131=,1247
(285+368)-424=,229
609+554=,1163
962-252-882=,-172
(261+266)-(209-880)=,1198
(778*259)=,201502
963*(238*983)=,225297702
(968-403)-208=,357
364-(329+379)=,-344
(282*413)=,116466
(356-566)+132+134=,56
(210-272)=,-62
(443-573)=,-130
429*796+(456*742)=,679836
450*116+(423*368)=,207864
(522-299)+912=,1135
807-716*238=,-169601
(262-657)=,-395
(913-450)+(657+744)=,1864
150-(283-528)-513=,-118
(765-585)*397=,71460
586*426+909-948=,249597
616-266=,350
(922+304)*(136-100)=,44136
393*283=,111219
595+939=,1534
(202+646)-434=,414
297*(952*712)=,201313728
(291*191)=,55581
(768-684)=,84
441-(648-893)=,686
888+(559+952)-397=,2002
(658*113)*204=,15168216
(438-258)=,180
(489*381)-214*832=,8261
(636*608)=,386688
750+898=,1648
939+(470+357)*210=,174609
(699+313)=,1012
(497-252)*830=,203350
(157+613)*540=,415800
(662-548)-194=,-80
869*366*777=,247127958
127*150=,19050
(208+108)+(728+448)=,1492
(662+500)-(442-195)=,915
(775-139)=,636
549-(151*666)*755=,-75926781
(132+351)*828*551=,220358124
(298*835)+893=,249723
837*(106-211)=,-87885
655*(920+950)+730=,1225580
(927*522)+900=,484794
673*333=,224109
(501*953)*592+357=,282652533
457-(550-312)+956=,1175
(614*918)-(758*661)=,62614
542+(592+366)*438=,420146
367+900+(367*504)=,186235
(165-692)-428-123=,-1078
246*500*143=,17589000
294-461-540+572=,-135
(185+658)+249*264=,66579
314*(828+800)+556=,511748
123-740*620=,-458677
879+703+(932-354)=,2160
862+817=,1679
795-501-164=,130
349+948=,1297
(830*732)+526=,608086
(580-716)+(952*536)=,510136
415*729=,302535
832*(503*510)*742=,158367256320
(872+708)=,1580
(936-329)=,607
(829*417)+761=,346454
681-114=,567
496-113-235=,148
(948*350)=,331800
(738*595)=,439110
(669+826)=,1495
118-357+986+337=,1084
(248+655)=,903
(937-415)*524-193=,273335
(229+174)-651=,-248
198*344=,68112
(705*669)=,471645
(314*532)=,167048
(309*550)=,169950
(831*589)-383=,489076
(304*654)+895=,199711
677*772=,522644
(459-581)+635=,513
(651-568)-638=,-555
(791+240)=,1031
247-950=,-703
(888-986)+506=,408
(418+692)-949=,161
879-(508+502)+866=,735
464-284*(117-805)=,195856
578*823+823=,476517
988+(482*407)-622=,196540
(744-953)*886+463=,-184711
219*(721*598)*725=,68457111450
752*212+341=,159765
(132-933)*(484+915)=,-1120599
(919+266)=,1185
(827*902)=,745954
923+900*637*181=,103768223
369*(698*221)=,56921202
132+532=,664
(965-895)*679=,47530
(543*595)-726=,322359
(670+848)+695-716=,1497
(530*180)*713=,68020200
763-600-(419*465)=,-194672
801-323=,478
177*(538+185)*944=,120804624
272-750+(908-212)=,218
(464-682)-(990*261)=,-258608
(509-361)=,148
603+119=,722
462*908=,419496
(951-217)*367=,269378
(505+906)+868+163=,2442
(295+102)-236=,161
(476*858)=,408408
353+377=,730
385+227*(205-433)=,-51371
(204-598)-767=,-1161
571*120-239=,68281
844+(386+637)=,1867
(736*587)*270=,116648640
943+(793*231)=,184126
364-(714+640)=,-990
(449*793)*740=,263482180
444-146*520=,-75476
264*(848*486)*784=,85300604928
(996*355)*(190+629)=,289582020
848*(802+543)*934=,1065283040
695+(860+552)-840=,1267
(487-807)=,-320
481+(742*184)=,137009
(258*797)=,205626
272-(678+773)=,-1179
600-377=,223
502+(109-169)=,442
(579+174)*361=,271833
525+(623-492)=,656
355-747-812=,-1204
148*620*685=,62855600
329*(603+895)=,492842
(632+580)-193=,1019
(115*873)*(651*403)=,26338929435
345+251*(137-154)=,-3922
398+(726+637)*564=,769130
(751-249)*388*734=,142965584
209+386+902=,1497
851*826=,702926
(385*998)-(370+262)=,383598
246+(941+638)-588=,1237
(622-887)+493+474=,702
982+520=,1502
(335-290)=,45
(748*556)*234=,97317792
(904-568)-254=,82
414-862=,-448
(991*409)=,405319
480*(246-321)-534=,-36534
238*(743+239)-343=,233373
228*(118+231)=,79572
192+(211+557)+700=,1660
(271+434)-581=,124
(362*869)+694*187=,444356
444-625=,-181
891*346-794=,307492
(227*423)-387=,95634
616+474=,1090
158*638=,100804
477+677-(370+404)=,380
(115-445)=,-330
(549*428)-475=,234497
(166*612)+579=,102171
434*671*146=,42517244
(117-201)-189=,-273
(367-417)*201-635=,-10685
769*(235*869)*612=,96109297020
(605-946)+(813-196)=,276
753*526=,396078
(129-698)-(137-850)=,144
169*425=,71825
(423-759)*(881-436)=,-149520
(929+418)=,1347
921-(715*274)*354=,-69351219
(762-771)+(392*551)=,215983
(116+231)-531=,-184
768+(947-312)*139=,89033
(201-352)-(700+129)=,-980
(172*276)*(645*249)=,7624240560
153-476=,-323
405*308=,124740
775-(611+770)*154=,-211899
996*874*109*784=,74389789824
832+917+120*590=,72549
(118-681)*842=,-474046
896+624+872=,2392
178-822+959=,315
(835+666)=,1501
649+930=,1579
(790+818)=,1608
(917-196)+(157-811)=,67
(352-581)*(696-580)=,-26564
767-(209*472)-120=,-98001
(423-987)+913=,349
523-(652*182)+590=,-117551
(661*648)=,428328
(517*694)+174=,358972
747+653+203*744=,152432
(843*798)=,672714
792+(969+674)-842=,1593
624*852=,531648
905*(454+599)=,952965
(958*901)=,863158
(740+975)+(613-783)=,1545
(113*860)-(390-717)=,97507
(225*379)=,85275
(274*187)+795=,52033
(222-265)=,-43
(481-151)+596=,926
900-523=,377
(166*840)-759=,138681
832*248+118+579=,207033
(548*988)*304=,164592896
(790-907)=,-117
(533+635)=,1168
(575+213)+(347-119)=,1016
(499-724)*535=,-120375
316-(996-599)=,-81
227*825+762=,188037
356-591-461=,-696
(213-305)=,-92
(101+469)=,570
(942*977)=,920334
250+223=,473
(197+985)=,1182
(959*305)=,292495
(472*115)-121=,54159
(501*961)=,481461
598*902-(225+420)=,538751
(331-103)-832=,-604
(719*525)-(579*775)=,-71250
512-851=,-339
281*238=,66878
701-611-(829+764)=,-1503
205-925=,-720
281+886*427=,378603
(244+392)-594*840=,-498324
235+924=,1159
490+(778*891)=,693688
(915*238)+187=,217957
(695*571)+821=,397666
(642*885)=,568170
807+(917*132)=,121851
(824-434)*(724*937)=,264571320
(693-654)=,39
(786-488)=,298
(161+619)+392-655=,517
690+(554-413)=,831
316-(627*680)=,-426044
(844-644)-158=,42
486*131+955=,64621
805+633*740=,469225
737+534=,1271
(927-649)+589=,867
(802*720)=,577440
436+639-474=,601
680-725*160=,-115320
(409-311)-752=,-654
808-776=,32
909+444=,1353
290*(217*589)-548=,37065222
720+813=,1533
967*698=,674966
530+327+616=,1473
293+586=,879
(295-542)=,-247
178*(959+662)=,288538
636-817=,-181
526+868=,1394
348-(944*581)*710=,-389409092
(114+358)=,472
201*377*836=,63349572
362-372*831=,-308770
303+(233*989)*584=,134575511
869-833*364+151=,-302192
575-(870*524)*679=,-309541945
(734+983)-285=,1432
(144*609)*(674*549)=,32449800096
(288+494)-(157+945)=,-320
(842*665)+774=,560704
616*(236*545)+919=,79230839
401*541-780=,216161
945-252=,693
(745-932)*(217+502)=,-134453
(307+539)*181=,153126
474+(610-703)-320=,61
(854-692)=,162
(713+974)+902-441=,2148
(501-836)=,-335
(240*305)*605=,44286000
(838-156)=,682
365-(109+890)=,-634
(535*111)-887*157=,-79874
979*435=,425865
648-984-(947-548)=,-735
(970+478)=,1448
382-355=,27
673+223+772=,1668
857+(758*672)=,510233
(741*497)*842+369=,310089603
(660*601)=,396660
(907-362)+319=,864
(414*106)=,43884
(636*591)=,375876
(203*903)=,183309
694-151=,543
923+(923-434)=,1412
(889+501)*200+701=,278701
993*(982*441)=,430030566
785+933-(273+870)=,575
(809*285)+123=,230688
(946*957)=,905322
628*953+286*290=,681424
(917-180)+661=,1398
274*(110+805)=,250710
552-814-(658-488)=,-432
(926+647)+624=,2197
(326+358)+408=,1092
(910-920)+242+702=,934
(880-763)+347*920=,319357
(649*520)+(756*406)=,644416
594-856*735=,-628566
(682*646)=,440572
(358+115)+420=,893
375-302*(506-484)=,-6269
(413*140)-(221-355)=,57954
949+820=,1769
362+(245*710)=,174312
555*404=,224220
(596-680)+240*270=,64716
(599-928)=,-329
342-270-137=,-65
(868-416)-(818+473)=,-839
958+273+(845-369)=,1707
725*103=,74675
(971-414)-185+977=,1349
828*947=,784116
(136-925)+(429*249)=,106032
(616*508)*627*708=,138913746048
(874-204)-985+773=,458
(493*625)=,308125
(299-241)=,58
(849-986)=,-137
(727-126)*123=,73923
(966-907)*399=,23541
329-897*926=,-830293
(306*234)*812*346=,20117287008
909-362=,547
101+379=,480
(710+743)=,1453
(921-158)=,763
(270*331)-327=,89043
702-(126*850)-311=,-106709
(548-704)=,-156
(510-813)=,-303
247+721=,968
343-254-769=,-680
(431+179)+(668+301)=,1579
784+812=,1596
(161+714)*(587-287)=,262500
(465-833)=,-368
(437+280)=,717
542-148+748=,1142
(933*261)-457*708=,-80043
(601+298)-732=,167
571*(636*546)-732=,198282444
(834*647)*705=,380416590
(279*715)=,199485
812+(794-299)=,1307
416-435-819-877=,-1715
208*720*(544-652)=,-16174080
596+771=,1367
(182+812)+809+854=,2657
(702-307)=,395
356-500+(901+469)=,1226
(276*311)=,85836
(685+140)-(769+314)=,-258
320+203=,523
725+995=,1720
(842-470)+789*773=,610269
(152-732)*825*221=,-105748500
(740-878)=,-138
(603-579)*(649-828)=,-4296
500+347=,847
233-533+(493*144)=,70692
555*(288*297)=,47472480
(163+967)=,1130
589+216=,805
(911*494)+(128*150)=,469234
365+437+821*373=,307035
(747*658)+919=,492445
591-304+335=,622
600*(639-878)=,-143400
(580-864)+120=,-164
(961*813)*889+332=,694569809
(871+205)*(317*352)=,120064384
(327-711)+632=,248
291+422+269=,982
(412*785)=,323420
484-990=,-506
157*(365*404)=,23151220
(428+802)=,1230
168+793=,961
250+(760*582)=,442570
265*450=,119250
850+149-977=,22
(810+314)*787=,884588
(519*667)-(493+300)=,345380
955+(576-476)+672=,1727
(706-383)=,323
551-196+863=,1218
(602*937)=,564074
125+972=,1097
(787-436)=,351
389+(650-458)+610=,1191
(728*635)+414=,462694
838-850=,-12
623*984=,613032
341-(694*539)=,-373725
928+543=,1471
(889*967)*592=,508920496
(983-895)*548*600=,28934400
577+281=,858
(257+831)+133+498=,1719
577-671*121=,-80614
894*407=,363858
889*754=,670306
526*951-(274-493)=,500445
940+291=,1231
(324-112)+442*540=,238892
767*328=,251576
839-(411+415)-138=,-125
(894+542)=,1436
(205-768)*(428+348)=,-436888
(193+204)*240=,95280
201-715-(597-598)=,-513
565+665+595*124=,75010
(776-138)*(212+101)=,199694
903-(373*115)+275=,-41717
428-502=,-74
165-(679+388)-468=,-1370
343*361=,123823
(891*898)*564=,451266552
257-(176+885)=,-804
(299+595)*271=,242274
697*236=,164492
251*(784-350)-328=,108606
(261*165)+836*456=,424281
(256-743)+882=,395
(235+585)=,820
341-(398-217)-644=,-484
(654+874)=,1528
608-408=,200
491-(150*234)=,-34609
845-902-507=,-564
274+555+308=,1137
(581*176)-434-498=,101324
397+386=,783
(153*450)*528=,36352800
569*490=,278810
606*129=,78174
(129*918)=,118422
602*(945+171)=,671832
337+913+(724-721)=,1253
201*(361-645)=,-57084
289-828=,-539
546-(830+609)=,-893
(907*770)*534=,372940260
546-951=,-405
890*885=,787650
612*439=,268668
965+233-(644-594)=,1148
429*107=,45903
711+438-689=,460
(317-242)-860=,-785
764*763+677=,583609
(540+683)=,1223
(344-773)+271-696=,-854
(605+272)-(576*243)=,-139091
105-723=,-618
476+545=,1021
(247+878)*460=,517500
(945+294)-(585*470)=,-273711
(700*277)-552=,193348
(593-690)-423=,-520
(977*264)=,257928
(107*145)+(728*190)=,153835
(136-989)=,-853
(869+284)-242=,911
528+(883*351)=,310461
306*(257+211)+319=,143527
(253+114)*653=,239651
160-(476-433)*570=,-24350
947+388=,1335
(896+133)*244=,251076
(223-303)=,-80
(547*645)=,352815
(368+102)-925=,-455
944+304=,1248
(780*307)-(173+297)=,238990
(575*125)+484+307=,72666
723-712=,11
(365+196)+433+380=,1374
338-699=,-361
(657*221)-(875*770)=,-528553
(325+953)-644=,634
355-465-473=,-583
(463*623)*138=,39805962
466-(560+469)=,-563
877-726=,151
839+443=,1282
869*(221+697)=,797742
590*624=,368160
296+153*405=,62261
717+518-390=,845
121-191=,-70
614*(604+821)=,874950
(297*887)=,263439
(412*742)*687*837=,175785608376
(700*476)-(892+932)=,331376
528-741=,-213
574+665=,1239
659+(383-411)+419=,1050
941+560=,1501
(616-253)=,363
(324+228)+(310-507)=,355
706+905=,1611
(591-964)-796*811=,-645929
(856-812)-690+452=,-194
471+(953+882)*715=,1312496
(769+594)*821*734=,821362882
(592-532)=,60
244-847+490=,-113
539+(841-257)*318=,186251
(854+323)=,1177
993*734+131=,728993
464-(585*743)=,-434191
(179*580)-130=,103690
(887*161)+922=,143729
303+944-113=,1134
(299*798)=,238602
135-249*849-273=,-211539
(354+150)=,504
263+(821+950)-766=,1268
434*889=,385826
(169+761)-890-897=,-857
(613+652)=,1265
374*(189+205)=,147356
997-(552+455)+286=,276
558+891+231=,1680
(908+805)*(173-977)=,-1377252
(139*154)=,21406
198*952=,188496
822+(595-272)=,1145
555*(146-380)-736=,-130606
(555+711)+344=,1610
990*735=,727650
865-431*304=,-130159
755*657=,496035
875-698=,177
(772-290)+270=,752
359-703-353+518=,-179
(776-750)=,26
(506+707)-899=,314
(571*834)*391=,186199674
(906*990)=,896940
(626*402)+806-181=,252277
(547*492)-656=,268468
884+733*344*579=,145996892
(821+339)=,1160
(345-898)*(349+247)=,-329588
(522+445)-(619-428)=,776
(129-884)=,-755
(339+505)-(191+359)=,294
(579+992)=,1571
566-444=,122
(842*201)*998=,168903516
911-347*915=,-316594
(204+186)=,390
(609+563)+996=,2168
273+(647*939)=,607806
(922+766)*799=,1348712
435*488+400=,212680
(377-273)+899=,1003
(128-542)=,-414
(445-732)=,-287
(439*475)+777=,209302
809-(920-428)+443=,760
626+(824*880)=,725746
(615+789)-430*483=,-206286
(614+679)=,1293
872-645=,227
(851-501)=,350
(274-303)=,-29
(142-449)*(992-425)=,-174069
112+(939+144)=,1195
(390*752)+348=,293628
(820-251)*565+606=,322091
746*(758*855)=,483475140
445-(357-657)-389=,356
439+663+669=,1771
(374-533)-392=,-551
298-175+884=,1007
708+(465-657)=,516
(412-784)-889=,-1261
919*353-(524+462)=,323421
532+238=,770
(872-963)=,-91
(911+597)=,1508
423*373-457=,157322
(809*547)-563=,441960
(306*561)=,171666
(537*385)=,206745
183*857-167=,156664
(802-259)*899=,488157
497-(726+283)=,-512
(725+579)*595=,775880
636*(391+513)+137=,575081
929+(112-648)=,393
(239+946)*143*891=,150984405
(447*160)*788=,56357760
643+341=,984
(439*727)*541=,172661773
201-928-(540+649)=,-1916
(166+341)-(386*240)=,-92133
(662-639)*185=,4255
882-(165-782)*354=,219300
(944*513)+(449-365)=,484356
(652*431)-182=,280830
(127*642)+222=,81756
861*(930+502)=,1232952
236*(118-298)=,-42480
150+734-837-649=,-602
(536*890)=,477040
332+(243-825)-533=,-783
151-510=,-359
322*660*627=,133250040
614-(877+333)-630=,-1226
936-627*(859-545)=,-195942
(434-444)-622*737=,-458424
(148+130)=,278
925*211*(935*424)=,77375177000
(298-517)+830=,611
155-(727*238)+507=,-172364
(385*259)+(892-449)=,100158
757+(586+482)=,1825
238-859=,-621
(494+763)*(314+147)=,579477
(939*398)=,373722
963-191*454*848=,-73532509
838*289*785=,190112870
434*(568+740)-641=,567031
(842+377)=,1219
808*239=,193112
619-839=,-220
(210*275)-418+769=,58101
(337+136)=,473
(871-228)=,643
953*811*210=,162305430
(260-258)+393=,395
858*(299-732)+127=,-371387
(332-692)+792=,432
(982+239)*275=,335775
(236*210)=,49560
(839*720)=,604080
(283+367)=,650
579-(335+776)=,-532
747-(871+308)=,-432
325*(870*758)=,214324500
838-(624-236)=,450
(713+636)*498=,671802
(236*568)-292=,133756
(586-577)-223=,-214
254-434*(950+642)=,-690674
(256+839)+228=,1323
(560*579)=,324240
516-447*906*545=,-220714674
(572*760)-810=,433910
(166+795)+(541+878)=,2380
(264*927)*437-199=,106945937
(905*541)*(971-860)=,54346155
(208*191)=,39728
(323+636)=,959
(779*815)=,634885
473+982=,1455
(348-767)=,-419
677+(414-166)=,925
(305-575)-966=,-1236
718-266-530-165=,-243
(589*662)-(355-911)=,390474
778+(799*292)=,234086
(163*439)=,71557
(597-313)+147=,431
(139-386)=,-247
(521-840)-890=,-1209
(363-744)-846=,-1227
(357+424)*(480+401)=,688061
(586*566)*(691+680)=,454727796
926+615=,1541
928*(385+625)=,937280
(609*211)-(311*564)=,-46905
(635-812)+(763+379)=,965
550+923*303=,280219
(146*458)+(914+234)=,68016
(203+269)=,472
651*802-(536*510)=,248742
(861+657)+911*506=,462484
797+517=,1314
666+143=,809
240*673-689=,160831
892*(406*388)-787=,140514189
165+(576*132)+775=,76972
(637+590)+375=,1602
827+551=,1378
(456*804)-715=,365909
(217+918)+(383*868)=,333579
186-673*363=,-244113
(845*765)=,646425
(917+259)=,1176
960*(308+578)=,850560
(237*222)=,52614
167-188-(362+446)=,-829
(681-393)*559+320=,161312
792*119*191=,18001368
160*724-683=,115157
563+788=,1351
(341+948)-233=,1056
(998-671)=,327
(658*640)+962=,422082
732-(236*139)=,-32072
(813*162)*696*491=,45008681616
805+490*826=,405545
(738+494)*(841*350)=,362639200
(120*259)+(480*911)=,468360
916*985=,902260
693*904+172*538=,719008
661*108*(790*664)=,37447289280
754*281=,211874
945*685-801+761=,647285
818*664*447=,242788944
(334+270)=,604
(346*846)*(201-420)=,-64104804
(599*482)+313=,289031
(332+612)-(360-627)=,1211
490-920+975=,545
321*640=,205440
(293*495)+(543*234)=,272097
(981*725)-(711+521)=,709993
581+616-(558-582)=,1221
677+(414+825)=,1916
486*201=,97686
(221+884)-354-247=,504
(687+468)-489=,666
203-849=,-646
(562-614)*649=,-33748
(572+249)=,821
(355+929)+289*411=,120063
607*390=,236730
387-(584-945)*527=,190634
(723-974)=,-251
510*495-815+125=,251760
525*980+(981*911)=,1408191
(803*908)=,729124
(818+607)*(528+814)=,1912350
(869*968)*513*642=,277043220432
376*(176*703)=,46521728
(836*375)*147=,46084500
(620-362)=,258
(719-540)*(452-914)=,-82698
735+(832+715)=,2282
(921+615)=,1536
252+(817+824)=,1893
249+368-(875-988)=,730
511-387*998+441=,-385274
(896+441)*130=,173810
832*(587-735)=,-123136
(447+715)-931=,231
(857*431)-157=,369210
229*482*375=,41391750
895+253=,1148
670+(717+432)*749=,861271
509+436*885=,386369
401*(516-502)*262=,1470868
(355-238)-(205+388)=,-476
551+965-489*443=,-215111
379*375*(353-983)=,-89538750
(650+884)+355-265=,1624
(658-473)-(797*888)=,-707551
(959-563)-833=,-437
(896-955)*124=,-7316
549*(584*501)=,160628616
766+(979-161)=,1584
(165+314)+539-874=,144
164*480*605=,47625600
263-(855-767)=,175
(157+812)=,969
326+932=,1258
928+427=,1355
(461*334)-551=,153423
106*(324+928)-176=,132536
716-555=,161
314+(690*349)+473=,241597
817-365=,452
(638-905)=,-267
(739*532)*245=,96321260
(945+170)*573*749=,478532355
546+571+(820*271)=,223337
918-994*(193+592)=,-779372
(808+513)*461=,608981
(299*718)-327=,214355
(780-370)-260=,150
(169-335)-775=,-941
(822*224)-(788+797)=,182543
526+419=,945
404+(333+335)+198=,1270
503+195-815*179=,-145187
775+(526*340)=,179615
731-530=,201
(545-165)-(194+945)=,-759
(414-488)-114=,-188
415+(304*551)*401=,67169519
991-(250*510)+618=,-125891
777+(278+826)*350=,387177
123*261*686*381=,8390632698
588-237=,351
215+183+351=,749
(171+941)=,1112
886+(412+850)=,2148
(201+147)+(776-618)=,506
(500+586)+202=,1288
(101*544)+357+672=,55973
246*343=,84378
(794*798)-(850-859)=,633621
(878*761)=,668158
(150-809)*462*749=,-228039042
(718-246)-(170+461)=,-159
880+(300*741)*531=,118042180
(415+710)=,1125
(967*702)=,678834
266*472+999=,126551
(468*980)-(316+555)=,457769
670-757=,-87
131-276=,-145
615+(354*580)=,205935
(107-943)*(918*843)=,-646958664
831*228+315=,189783
(374*763)*(820-636)=,52506608
(296*298)-(885*393)=,-259597
449+608=,1057
(709*197)*683*732=,69830354388
991-394+399=,996
(784*315)*950=,234612000
(777+515)+312*139=,44660
(694*498)-275=,345337
258*(795*837)=,171677070
(989-417)=,572
334*744=,248496
139+703-716=,126
505*215=,108575
(982+797)*543=,965997
(107-930)-(363-862)=,-324
544-(692*608)-338=,-420530
713*489*846=,294963822
(743-719)-482=,-458
(169*432)+722*868=,699704
619+483-265-921=,-84
(424-920)-(625+705)=,-1826
(828*927)*255+723=,195727503
992-394-898=,-300
(364-495)*165=,-21615
(164*618)+(717*525)=,477777
627*291=,182457
(984*254)=,249936
(382+832)+(304-600)=,918
668-(591+883)+705=,-101
(952-244)=,708
(599-604)=,-5
260*583+854*904=,923596
801*(587+122)-321=,567588
542-478=,64
766+579=,1345
(591-493)=,98
(506+278)*336*475=,125126400
714-372+(718-280)=,780
759-495=,264
468+414=,882
457+924=,1381
218-819-(941-631)=,-911
(755-916)*753+715=,-120518
211+609-814-294=,-288
(935-150)+278=,1063
(544*798)-178=,433934
(299+583)-170=,712
876*877*455+449=,349555109
(921-401)-625*874=,-545730
(787+235)-741=,281
(674+794)-228=,1240
(337*660)*279-488=,62054692
(451*631)=,284581
(487+424)-405=,506
716*427=,305732
458+157=,615
297-325+795=,767
(797-146)=,651
(570+197)=,767
172+332=,504
310*887*554=,152333380
(571-729)-918+769=,-307
300*979-(533-766)=,293933
(470-460)+468+943=,1421
174+(737+940)=,1851
838+446*324=,145342
(750+376)=,1126
837*820+227+224=,686791
361+(223*311)=,69714
623-885=,-262
988*(101*917)+560=,91506156
217-(425-950)=,742
(509-574)=,-65
(954*883)-363=,842019
675-(484+747)=,-556
(795-218)*549=,316773
712-(943-689)+668=,1126
(602*132)-129*108=,65532
(196*170)*904*915=,27560971200
(338*547)+(846+312)=,186044
(682*627)+454=,428068
808*687=,555096
(130*659)=,85670
(608-279)*959=,315511
581*(346*534)+579=,107348463
